date,player_id,player_name,team,market,line,over_price,under_price,book,first_seen_at,last_seen_at,is_current,_merge_key
2026-03-05,,Aaron Ekblad,,ASSISTS,0.5,175,-235,betmgm,2026-03-05T15:13:15.817174Z,2026-03-05T15:13:15.915554Z,False,name::aaron ekblad
2026-03-05,,Aaron Ekblad,,ASSISTS,0.5,170,-225,draftkings,2026-03-05T15:13:15.817174Z,2026-03-05T15:13:15.915554Z,False,name::aaron ekblad
2026-03-05,,Aaron Ekblad,,ASSISTS,0.5,158,-215,pinnacle,2026-03-05T15:13:15.818677Z,2026-03-05T15:13:15.915554Z,False,name::aaron ekblad
2026-03-05,,Aaron Ekblad,,POINTS,0.5,135,-185,betmgm,2026-03-05T15:13:15.817174Z,2026-03-05T15:13:15.915554Z,False,name::aaron ekblad
2026-03-05,,Aaron Ekblad,,POINTS,0.5,130,-168,draftkings,2026-03-05T15:13:15.817174Z,2026-03-05T15:13:15.915554Z,False,name::aaron ekblad
2026-03-05,,Aaron Ekblad,,POINTS,0.5,121,-161,pinnacle,2026-03-05T15:13:15.818677Z,2026-03-05T15:13:15.915554Z,False,name::aaron ekblad
2026-03-05,,Adam Fox,,ASSISTS,0.5,-118,-110,betmgm,2026-03-05T15:13:15.822739Z,2026-03-05T15:13:15.915554Z,False,name::adam fox
2026-03-05,,Adam Fox,,ASSISTS,0.5,-120,-110,draftkings,2026-03-05T15:13:15.822739Z,2026-03-05T15:13:15.915554Z,False,name::adam fox
2026-03-05,,Adam Fox,,ASSISTS,0.5,-119,-111,pinnacle,2026-03-05T15:13:15.822739Z,2026-03-05T15:13:15.915554Z,False,name::adam fox
2026-03-05,,Adam Fox,,POINTS,0.5,-155,115,betmgm,2026-03-05T15:13:15.822739Z,2026-03-05T15:13:15.915554Z,False,name::adam fox
2026-03-05,,Adam Fox,,POINTS,0.5,-154,120,draftkings,2026-03-05T15:13:15.822739Z,2026-03-05T15:13:15.915554Z,False,name::adam fox
2026-03-05,,Adam Fox,,POINTS,0.5,-150,113,pinnacle,2026-03-05T15:13:15.823741Z,2026-03-05T15:13:15.915554Z,False,name::adam fox
2026-03-05,,Adam Fox,,SOG,2.5,125,-165,betmgm,2026-03-05T15:13:15.822739Z,2026-03-05T15:13:15.915554Z,False,name::adam fox
2026-03-05,,Adam Fox,,SOG,2.5,130,-168,draftkings,2026-03-05T15:13:15.822739Z,2026-03-05T15:13:15.915554Z,False,name::adam fox
2026-03-05,,Adam Fox,,SOG,2.5,127,-170,pinnacle,2026-03-05T15:13:15.823741Z,2026-03-05T15:13:15.915554Z,False,name::adam fox
2026-03-05,,Adrian Kempe,,ASSISTS,0.5,120,-160,betmgm,2026-03-05T15:13:15.821740Z,2026-03-05T15:13:15.915554Z,False,name::adrian kempe
2026-03-05,,Adrian Kempe,,ASSISTS,0.5,120,-154,draftkings,2026-03-05T15:13:15.821740Z,2026-03-05T15:13:15.915554Z,False,name::adrian kempe
2026-03-05,,Adrian Kempe,,ASSISTS,0.5,123,-164,pinnacle,2026-03-05T15:13:15.821740Z,2026-03-05T15:13:15.915554Z,False,name::adrian kempe
2026-03-05,,Adrian Kempe,,POINTS,0.5,-190,145,betmgm,2026-03-05T15:13:15.821740Z,2026-03-05T15:13:15.915554Z,False,name::adrian kempe
2026-03-05,,Adrian Kempe,,POINTS,0.5,-188,145,draftkings,2026-03-05T15:13:15.821740Z,2026-03-05T15:13:15.915554Z,False,name::adrian kempe
