date,home,away,market,ev
2025-11-23T02:00:00Z,Utah Mammoth,New York Rangers,ev_away_ml,0.36
2025-11-23T00:00:00Z,Montréal Canadiens,Toronto Maple Leafs,ev_away_ml,0.333
2025-11-23T03:00:00Z,Anaheim Ducks,Vegas Golden Knights,ev_away_ml,0.2124
2025-11-23T00:00:00Z,Montréal Canadiens,Toronto Maple Leafs,ev_away_pl_+1.5,0.2078
2025-11-23T00:00:00Z,Pittsburgh Penguins,Seattle Kraken,ev_over,0.1984
2025-11-23T00:00:00Z,Florida Panthers,Edmonton Oilers,ev_home_ml,0.1905
2025-11-23T00:00:00Z,Philadelphia Flyers,New Jersey Devils,ev_over,0.1902
2025-11-23T03:00:00Z,Calgary Flames,Dallas Stars,ev_over,0.1506
2025-11-23T00:00:00Z,Florida Panthers,Edmonton Oilers,ev_home_pl_-1.5,0.1273
2025-11-23T01:00:00Z,Nashville Predators,Colorado Avalanche,ev_under,0.1148
2025-11-23T02:00:00Z,Utah Mammoth,New York Rangers,ev_away_pl_+1.5,0.1126
2025-11-23T00:00:00Z,San Jose Sharks,Ottawa Senators,ev_over,0.1072
2025-11-23T03:00:00Z,Anaheim Ducks,Vegas Golden Knights,ev_under,0.0966
2025-11-22T20:30:00Z,New York Islanders,St. Louis Blues,ev_away_pl_+1.5,0.0839
2025-11-23T00:00:00Z,Washington Capitals,Tampa Bay Lightning,ev_home_ml,0.077
2025-11-23T00:00:00Z,Washington Capitals,Tampa Bay Lightning,ev_over,0.0673
2025-11-22T20:30:00Z,New York Islanders,St. Louis Blues,ev_over,0.0609
2025-11-23T00:00:00Z,Florida Panthers,Edmonton Oilers,ev_over,0.0587
2025-11-22T20:30:00Z,New York Islanders,St. Louis Blues,ev_away_ml,0.0542
2025-11-23T00:00:00Z,Pittsburgh Penguins,Seattle Kraken,ev_away_pl_+1.5,0.0535
2025-11-23T02:00:00Z,Utah Mammoth,New York Rangers,ev_over,0.0466
2025-11-23T00:00:00Z,Montréal Canadiens,Toronto Maple Leafs,ev_under,0.0465
2025-11-22T18:00:00Z,Detroit Red Wings,Columbus Blue Jackets,ev_home_ml,0.0369
2025-11-23T00:00:00Z,San Jose Sharks,Ottawa Senators,ev_away_ml,0.0364
2025-11-23T03:00:00Z,Calgary Flames,Dallas Stars,ev_away_ml,0.0315
2025-11-22T18:00:00Z,Detroit Red Wings,Columbus Blue Jackets,ev_under,0.0301
2025-11-23T00:00:00Z,Pittsburgh Penguins,Seattle Kraken,ev_away_ml,0.0056
2025-11-23T00:00:00Z,Washington Capitals,Tampa Bay Lightning,ev_away_pl_+1.5,-0.0147
2025-11-23T00:00:00Z,Philadelphia Flyers,New Jersey Devils,ev_home_ml,-0.0221
2025-11-23T01:00:00Z,Nashville Predators,Colorado Avalanche,ev_home_ml,-0.0305
2025-11-22T18:00:00Z,Detroit Red Wings,Columbus Blue Jackets,ev_away_pl_+1.5,-0.0346
2025-11-23T01:00:00Z,Nashville Predators,Colorado Avalanche,ev_away_ml,-0.0464
2025-11-22T18:00:00Z,Detroit Red Wings,Columbus Blue Jackets,ev_home_pl_-1.5,-0.0531
2025-11-23T00:00:00Z,Philadelphia Flyers,New Jersey Devils,ev_away_ml,-0.0669
2025-11-23T00:00:00Z,Pittsburgh Penguins,Seattle Kraken,ev_home_ml,-0.0934
2025-11-23T00:00:00Z,Washington Capitals,Tampa Bay Lightning,ev_home_pl_-1.5,-0.1012
2025-11-22T20:30:00Z,New York Islanders,St. Louis Blues,ev_home_ml,-0.1189
2025-11-22T18:00:00Z,Detroit Red Wings,Columbus Blue Jackets,ev_over,-0.1211
2025-11-23T00:00:00Z,Florida Panthers,Edmonton Oilers,ev_away_pl_+1.5,-0.1225
2025-11-23T03:00:00Z,Calgary Flames,Dallas Stars,ev_home_ml,-0.1316
2025-11-22T18:00:00Z,Detroit Red Wings,Columbus Blue Jackets,ev_away_ml,-0.1348
2025-11-23T00:00:00Z,Montréal Canadiens,Toronto Maple Leafs,ev_over,-0.1419
2025-11-23T02:00:00Z,Utah Mammoth,New York Rangers,ev_under,-0.142
2025-11-23T00:00:00Z,San Jose Sharks,Ottawa Senators,ev_home_ml,-0.1524
2025-11-23T00:00:00Z,Florida Panthers,Edmonton Oilers,ev_under,-0.1616
2025-11-22T20:30:00Z,New York Islanders,St. Louis Blues,ev_under,-0.1642
2025-11-23T00:00:00Z,Washington Capitals,Tampa Bay Lightning,ev_under,-0.1669
2025-11-23T00:00:00Z,Washington Capitals,Tampa Bay Lightning,ev_away_ml,-0.1741
2025-11-23T03:00:00Z,Anaheim Ducks,Vegas Golden Knights,ev_over,-0.1989
2025-11-23T00:00:00Z,San Jose Sharks,Ottawa Senators,ev_under,-0.2142
2025-11-23T01:00:00Z,Nashville Predators,Colorado Avalanche,ev_over,-0.2391
2025-11-23T00:00:00Z,Pittsburgh Penguins,Seattle Kraken,ev_home_pl_-1.5,-0.2601
2025-11-23T00:00:00Z,Philadelphia Flyers,New Jersey Devils,ev_under,-0.2628
2025-11-23T03:00:00Z,Calgary Flames,Dallas Stars,ev_under,-0.2657
2025-11-22T20:30:00Z,New York Islanders,St. Louis Blues,ev_home_pl_-1.5,-0.2908
