date,home,away,market,ev
2025-10-14T00:00:00Z,Minnesota Wild,Los Angeles Kings,ev_under,0.5155
2025-10-13T16:30:00Z,Buffalo Sabres,Colorado Avalanche,ev_home_ml,0.5018
2025-10-13T23:30:00Z,Vancouver Canucks,St. Louis Blues,ev_under,0.4905
2025-10-13T17:00:00Z,Ottawa Senators,Nashville Predators,ev_under,0.4883
2025-10-14T00:30:00Z,Chicago Blackhawks,Utah Mammoth,ev_under,0.4846
2025-10-14T00:00:00Z,Minnesota Wild,Los Angeles Kings,ev_away_ml,0.3341
2025-10-13T23:30:00Z,Vancouver Canucks,St. Louis Blues,ev_home_ml,0.3236
2025-10-13T18:00:00Z,Toronto Maple Leafs,Detroit Red Wings,ev_away_ml,0.2709
2025-10-13T18:00:00Z,Toronto Maple Leafs,Detroit Red Wings,ev_under,0.2618
2025-10-13T17:00:00Z,Boston Bruins,Tampa Bay Lightning,ev_under,0.2457
2025-10-13T23:00:00Z,Philadelphia Flyers,Florida Panthers,ev_under,0.1856
2025-10-14T00:30:00Z,Chicago Blackhawks,Utah Mammoth,ev_away_ml,0.1826
2025-10-13T16:30:00Z,Buffalo Sabres,Colorado Avalanche,ev_under,0.165
2025-10-13T17:00:00Z,Ottawa Senators,Nashville Predators,ev_home_ml,0.1634
2025-10-13T23:00:00Z,Columbus Blue Jackets,New Jersey Devils,ev_over,0.1112
2025-10-13T17:00:00Z,Ottawa Senators,Nashville Predators,ev_home_pl_-1.5,0.0882
2025-10-13T23:30:00Z,Vancouver Canucks,St. Louis Blues,ev_home_pl_-1.5,0.0739
2025-10-13T18:00:00Z,Toronto Maple Leafs,Detroit Red Wings,ev_away_pl_+1.5,0.0656
2025-10-13T23:00:00Z,Philadelphia Flyers,Florida Panthers,ev_away_ml,0.0483
2025-10-13T17:00:00Z,New York Islanders,Winnipeg Jets,ev_under,0.0428
2025-10-13T17:00:00Z,New York Islanders,Winnipeg Jets,ev_home_ml,0.0237
2025-10-13T17:00:00Z,Boston Bruins,Tampa Bay Lightning,ev_away_ml,-0.0018
2025-10-13T23:00:00Z,Columbus Blue Jackets,New Jersey Devils,ev_away_ml,-0.0145
2025-10-14T00:00:00Z,Minnesota Wild,Los Angeles Kings,ev_away_pl_+1.5,-0.0387
2025-10-14T00:00:00Z,Minnesota Wild,Los Angeles Kings,ev_home_pl_-1.5,-0.0477
2025-10-13T23:00:00Z,Columbus Blue Jackets,New Jersey Devils,ev_home_ml,-0.0751
2025-10-13T23:30:00Z,Vancouver Canucks,St. Louis Blues,ev_away_pl_+1.5,-0.0929
2025-10-13T17:00:00Z,New York Islanders,Winnipeg Jets,ev_away_ml,-0.0932
2025-10-13T17:00:00Z,Boston Bruins,Tampa Bay Lightning,ev_home_ml,-0.0967
2025-10-13T17:00:00Z,Ottawa Senators,Nashville Predators,ev_away_pl_+1.5,-0.1216
2025-10-13T17:00:00Z,New York Islanders,Winnipeg Jets,ev_over,-0.1321
2025-10-13T23:00:00Z,Philadelphia Flyers,Florida Panthers,ev_home_ml,-0.1656
2025-10-13T23:00:00Z,Columbus Blue Jackets,New Jersey Devils,ev_under,-0.1757
2025-10-13T18:00:00Z,Toronto Maple Leafs,Detroit Red Wings,ev_home_pl_-1.5,-0.2127
2025-10-13T23:00:00Z,Philadelphia Flyers,Florida Panthers,ev_over,-0.2534
2025-10-13T18:00:00Z,Toronto Maple Leafs,Detroit Red Wings,ev_home_ml,-0.2537
2025-10-13T16:30:00Z,Buffalo Sabres,Colorado Avalanche,ev_over,-0.2594
2025-10-13T17:00:00Z,Ottawa Senators,Nashville Predators,ev_away_ml,-0.3638
2025-10-13T16:30:00Z,Buffalo Sabres,Colorado Avalanche,ev_away_ml,-0.3703
2025-10-14T00:30:00Z,Chicago Blackhawks,Utah Mammoth,ev_home_ml,-0.3712
2025-10-13T17:00:00Z,Boston Bruins,Tampa Bay Lightning,ev_over,-0.3786
2025-10-14T00:00:00Z,Minnesota Wild,Los Angeles Kings,ev_home_ml,-0.3896
2025-10-13T18:00:00Z,Toronto Maple Leafs,Detroit Red Wings,ev_over,-0.4112
2025-10-13T23:30:00Z,Vancouver Canucks,St. Louis Blues,ev_away_ml,-0.4493
2025-10-14T00:30:00Z,Chicago Blackhawks,Utah Mammoth,ev_over,-0.4669
2025-10-13T17:00:00Z,Ottawa Senators,Nashville Predators,ev_over,-0.5068
2025-10-13T23:30:00Z,Vancouver Canucks,St. Louis Blues,ev_over,-0.5578
2025-10-14T00:00:00Z,Minnesota Wild,Los Angeles Kings,ev_over,-0.5663
