date,player,team,market,line,proj,p_over,over_price,under_price,book,side,ev,proj_lambda,ev_over
2025-10-14,Trevor van Riemsdyk,WSH,GOALS,1.5,0.3,0.0369,16000.0,,betrivers,Over,4.9467,0.3,4.9467
2025-10-14,Trevor van Riemsdyk,WSH,GOALS,1.5,0.3,0.0369,16000.0,,betrivers,Over,4.9467,0.3,4.9467
2025-10-14,Darnell Nurse,EDM,GOALS,1.5,0.4,0.0616,8000.0,,betrivers,Over,3.9857,0.4,3.9857
2025-10-14,Darnell Nurse,EDM,GOALS,1.5,0.4,0.0616,8000.0,,betrivers,Over,3.9857,0.4,3.9857
2025-10-14,Jordan Oesterle,,GOALS,1.5,0.3,0.0369,10000.0,,betrivers,Over,2.7306,0.3,2.7306
2025-10-14,Alexandre Carrier,MTL,GOALS,1.5,0.3,0.0369,10000.0,,betrivers,Over,2.7306,0.3,2.7306
2025-10-14,Jordan Oesterle,,GOALS,1.5,0.3,0.0369,10000.0,,betrivers,Over,2.7306,0.3,2.7306
2025-10-14,Alexandre Carrier,MTL,GOALS,1.5,0.3,0.0369,10000.0,,betrivers,Over,2.7306,0.3,2.7306
2025-10-14,Jakob Pelletier,,GOALS,1.5,0.4,0.0616,5000.0,,betrivers,Over,2.1391,0.4,2.1391
2025-10-14,Jani Nyman,SEA,GOALS,1.5,0.4,0.0616,5000.0,,betrivers,Over,2.1391,0.4,2.1391
2025-10-14,Jani Nyman,SEA,GOALS,1.5,0.4,0.0616,5000.0,,betrivers,Over,2.1391,0.4,2.1391
2025-10-14,Jakob Pelletier,,GOALS,1.5,0.4,0.0616,5000.0,,betrivers,Over,2.1391,0.4,2.1391
2025-10-14,Ryan O'Reilly,NSH,GOALS,1.5,0.6,0.1219,2000.0,,betrivers,Over,1.5599,0.6,1.5599
2025-10-14,Ryan O'Reilly,NSH,GOALS,1.5,0.6,0.1219,2000.0,,betrivers,Over,1.5599,0.6,1.5599
2025-10-14,Adam Fox,NYR,GOALS,1.5,0.4,0.0616,4000.0,,betrivers,Over,1.5236,0.4,1.5236
2025-10-14,Adam Fox,NYR,GOALS,1.5,0.4,0.0616,4000.0,,betrivers,Over,1.5236,0.4,1.5236
2025-10-14,Brendan Gallagher,MTL,ASSISTS,0.5,0.8,0.5507,340.0,-500.0,draftkings,Over,1.423,0.8,1.423
2025-10-14,Brendan Gallagher,MTL,ASSISTS,0.5,0.8,0.5507,325.0,-500.0,betmgm,Over,1.3404,0.8,1.3404
2025-10-14,Darnell Nurse,EDM,GOALS,2.5,0.4,0.0079,27500.0,,betrivers,Over,1.1877,0.4,1.1877
2025-10-14,Darnell Nurse,EDM,GOALS,2.5,0.4,0.0079,27500.0,,betrivers,Over,1.1877,0.4,1.1877
2025-10-14,Ryan O'Reilly,NSH,GOALS,2.5,0.6,0.0231,9000.0,,betrivers,Over,1.1035,0.6,1.1035
2025-10-14,Ryan O'Reilly,NSH,GOALS,2.5,0.6,0.0231,9000.0,,betrivers,Over,1.1035,0.6,1.1035
2025-10-14,Calle Jarnkrok,TOR,GOALS,1.5,0.3,0.0369,5500.0,,betrivers,Over,1.0684,0.3,1.0684
2025-10-14,Mitchell Chaffee,TBL,GOALS,1.5,0.3,0.0369,5000.0,,betrivers,Over,0.8838,0.3,0.8838
2025-10-14,Matthew Wood,CBJ,GOALS,1.5,0.3,0.0369,5000.0,,betrivers,Over,0.8838,0.3,0.8838
2025-10-14,Mitchell Chaffee,TBL,GOALS,1.5,0.3,0.0369,5000.0,,betrivers,Over,0.8838,0.3,0.8838
2025-10-14,Matthew Wood,CBJ,GOALS,1.5,0.3,0.0369,5000.0,,betrivers,Over,0.8838,0.3,0.8838
2025-10-14,Dylan Strome,WSH,POINTS,0.5,0.3,0.2592,-188.0,145.0,draftkings,Under,0.815,0.3,0.815
2025-10-14,Dylan Strome,WSH,POINTS,0.5,0.3,0.2592,-188.0,145.0,draftkings,Under,0.815,0.3,0.815
2025-10-14,Dylan Strome,WSH,POINTS,0.5,0.3,0.2592,-186.0,144.0,fanduel,Under,0.8076,0.3,0.8076
2025-10-14,Dylan Strome,WSH,POINTS,0.5,0.3,0.2592,-189.0,143.0,betonlineag,Under,0.8002,0.3,0.8002
2025-10-14,Alex Ovechkin,WSH,POINTS,0.5,0.3,0.2592,-184.0,142.0,fanduel,Under,0.7928,0.3,0.7928
2025-10-14,Dylan Strome,WSH,POINTS,0.5,0.3,0.2592,-190.0,140.0,betmgm,Under,0.778,0.3,0.778
2025-10-14,Dylan Strome,WSH,POINTS,0.5,0.3,0.2592,-180.0,140.0,fanduel,Under,0.778,0.3,0.778
2025-10-14,Dylan Strome,WSH,POINTS,0.5,0.3,0.2592,-190.0,140.0,betmgm,Under,0.778,0.3,0.778
2025-10-14,Alex Ovechkin,WSH,POINTS,0.5,0.3,0.2592,-180.0,140.0,fanduel,Under,0.778,0.3,0.778
2025-10-14,Dylan Strome,WSH,POINTS,0.5,0.3,0.2592,-185.0,140.0,betonlineag,Under,0.778,0.3,0.778
2025-10-14,Ivan Demidov,MTL,ASSISTS,0.5,0.6,0.4512,290.0,-420.0,draftkings,Over,0.7596,0.6,0.7596
2025-10-14,Alex Ovechkin,WSH,POINTS,0.5,0.3,0.2592,-172.0,133.0,betonlineag,Under,0.7261,0.3,0.7261
2025-10-14,Alex Ovechkin,WSH,POINTS,0.5,0.3,0.2592,-172.0,133.0,betonlineag,Under,0.7261,0.3,0.7261
2025-10-14,Jared McCann,SEA,GOALS,1.5,0.6,0.1219,1300.0,,betrivers,Over,0.7066,0.6,0.7066
2025-10-14,Jared McCann,SEA,GOALS,1.5,0.6,0.1219,1300.0,,betrivers,Over,0.7066,0.6,0.7066
2025-10-14,Alex Ovechkin,WSH,POINTS,0.5,0.3,0.2592,-175.0,130.0,betmgm,Under,0.7039,0.3,0.7039
2025-10-14,Alex Ovechkin,WSH,POINTS,0.5,0.3,0.2592,-168.0,130.0,draftkings,Under,0.7039,0.3,0.7039
2025-10-14,Alex Ovechkin,WSH,POINTS,0.5,0.3,0.2592,-168.0,130.0,draftkings,Under,0.7039,0.3,0.7039
2025-10-14,Alex Ovechkin,WSH,POINTS,0.5,0.3,0.2592,-175.0,130.0,betmgm,Under,0.7039,0.3,0.7039
2025-10-14,Erik Haula,NSH,GOALS,1.5,0.3,0.0369,4500.0,,betrivers,Over,0.6991,0.3,0.6991
2025-10-14,Oliver Kapanen,MTL,GOALS,1.5,0.3,0.0369,4500.0,,betrivers,Over,0.6991,0.3,0.6991
2025-10-14,Kasperi Kapanen,EDM,GOALS,1.5,0.3,0.0369,4500.0,,betrivers,Over,0.6991,0.3,0.6991
2025-10-14,Juuso Parssinen,NYR,GOALS,1.5,0.3,0.0369,4500.0,,betrivers,Over,0.6991,0.3,0.6991
2025-10-14,Erik Haula,NSH,GOALS,1.5,0.3,0.0369,4500.0,,betrivers,Over,0.6991,0.3,0.6991
2025-10-14,Kasperi Kapanen,EDM,GOALS,1.5,0.3,0.0369,4500.0,,betrivers,Over,0.6991,0.3,0.6991
2025-10-14,Juuso Parssinen,NYR,GOALS,1.5,0.3,0.0369,4500.0,,betrivers,Over,0.6991,0.3,0.6991
2025-10-14,Oliver Kapanen,MTL,GOALS,1.5,0.3,0.0369,4500.0,,betrivers,Over,0.6991,0.3,0.6991
2025-10-14,Ivan Demidov,MTL,ASSISTS,0.5,0.6,0.4512,275.0,-400.0,betmgm,Over,0.692,0.6,0.692
2025-10-14,Nikita Kucherov,TBL,SOG,2.5,1.9,0.2963,-180.0,135.0,betrivers,Under,0.6537,1.9,0.6537
2025-10-14,Nikita Kucherov,TBL,SOG,2.5,1.9,0.2963,-180.0,135.0,betrivers,Under,0.6537,1.9,0.6537
2025-10-14,Darnell Nurse,EDM,POINTS,0.5,0.8,0.5507,199.0,-270.0,betonlineag,Over,0.6465,0.8,0.6465
2025-10-14,Darnell Nurse,EDM,POINTS,0.5,0.8,0.5507,196.0,-260.0,fanduel,Over,0.63,0.8,0.63
2025-10-14,Darnell Nurse,EDM,POINTS,0.5,0.8,0.5507,195.0,-265.0,draftkings,Over,0.6245,0.8,0.6245
2025-10-14,Darnell Nurse,EDM,POINTS,0.5,0.8,0.5507,195.0,-263.0,betonlineag,Over,0.6245,0.8,0.6245
2025-10-14,Darnell Nurse,EDM,POINTS,0.5,0.8,0.5507,195.0,-265.0,draftkings,Over,0.6245,0.8,0.6245
2025-10-14,Ryan O'Reilly,NSH,GOALS,0.5,0.6,0.4512,260.0,-390.0,fanduel,Over,0.6243,0.6,0.6243
2025-10-14,Nikita Kucherov,TBL,SOG,2.5,1.9,0.2963,-168.0,130.0,draftkings,Under,0.6186,1.9,0.6186
2025-10-14,Darnell Nurse,EDM,POINTS,0.5,0.8,0.5507,190.0,-250.0,fanduel,Over,0.5969,0.8,0.5969
2025-10-14,Darnell Nurse,EDM,POINTS,0.5,0.8,0.5507,190.0,-275.0,betmgm,Over,0.5969,0.8,0.5969
2025-10-14,Darnell Nurse,EDM,POINTS,0.5,0.8,0.5507,190.0,-275.0,betmgm,Over,0.5969,0.8,0.5969
2025-10-14,Nikita Kucherov,TBL,SOG,2.5,1.9,0.2963,-162.0,126.0,draftkings,Under,0.5904,1.9,0.5904
2025-10-14,Nikita Kucherov,TBL,SOG,2.5,1.9,0.2963,-170.0,125.0,williamhill_us,Under,0.5834,1.9,0.5834
2025-10-14,Nikita Kucherov,TBL,SOG,2.5,1.9,0.2963,-165.0,125.0,bovada,Under,0.5834,1.9,0.5834
2025-10-14,Nikita Kucherov,TBL,SOG,2.5,1.9,0.2963,-170.0,125.0,williamhill_us,Under,0.5834,1.9,0.5834
2025-10-14,Nikita Kucherov,TBL,SOG,2.5,1.9,0.2963,-165.0,125.0,betmgm,Under,0.5834,1.9,0.5834
2025-10-14,Nikita Kucherov,TBL,SOG,2.5,1.9,0.2963,-165.0,125.0,betmgm,Under,0.5834,1.9,0.5834
2025-10-14,Nikita Kucherov,TBL,SOG,2.5,1.9,0.2963,-165.0,125.0,bovada,Under,0.5834,1.9,0.5834
2025-10-14,Jordan Eberle,SEA,ASSISTS,0.5,0.8,0.5507,185.0,-248.0,draftkings,Over,0.5694,0.8,0.5694
2025-10-14,Jordan Eberle,SEA,ASSISTS,0.5,0.8,0.5507,185.0,-248.0,draftkings,Over,0.5694,0.8,0.5694
2025-10-14,Pierre-Luc Dubois,WSH,POINTS,0.5,0.2,0.1813,-116.0,-111.0,betonlineag,Under,0.5563,0.2,0.5563
2025-10-14,Pierre-Luc Dubois,WSH,POINTS,0.5,0.2,0.1813,-116.0,-111.0,betonlineag,Under,0.5563,0.2,0.5563
