date,home,away,market,bet,price,model_prob,ev,edge,book,result
2025-10-02T23:00:00Z,Tampa Bay Lightning,Florida Panthers,puckline,home_pl_-1.5,200.0,0.5126388746235027,0.5379,0.1945,bovada,
2025-10-02T23:00:00Z,Tampa Bay Lightning,Florida Panthers,moneyline,home_ml,100.0,0.719667030907963,0.4393,0.2414,bovada,
2025-10-03T00:00:00Z,St. Louis Blues,Ottawa Senators,moneyline,away_ml,165.0,0.4912660822967442,0.3019,0.1298,bovada,
2025-10-03T00:00:00Z,St. Louis Blues,Ottawa Senators,puckline,away_pl_+1.5,-140.0,0.7288700119905376,0.2495,0.1725,bovada,
2025-10-02T23:00:00Z,New York Rangers,New Jersey Devils,moneyline,home_ml,115.0,0.5791141266298446,0.2451,0.1355,bovada,
2025-10-03T01:00:00Z,Utah Mammoth,Los Angeles Kings,moneyline,home_ml,100.0,0.6203953225270523,0.2408,0.1421,bovada,
2025-10-03T01:00:00Z,Utah Mammoth,Los Angeles Kings,puckline,away_pl_+1.5,-110.0,0.6433032611982867,0.2281244077421838,,,
2025-10-02T23:00:00Z,Washington Capitals,Boston Bruins,puckline,home_pl_-1.5,130.0,0.4994012015524202,0.1486,0.0824,bovada,
2025-10-02T23:00:00Z,Tampa Bay Lightning,Florida Panthers,totals,over,-115.0,0.6101531088797119,0.1407,0.0993,bovada,
2025-10-02T23:00:00Z,Toronto Maple Leafs,Detroit Red Wings,puckline,home_pl_-1.5,135.0,0.4713996278841021,0.1078,0.0654,bovada,
2025-10-02T23:00:00Z,Toronto Maple Leafs,Detroit Red Wings,moneyline,home_ml,-170.0,0.69511401847747,0.104,0.0933,bovada,
2025-10-03T01:00:00Z,Utah Mammoth,Los Angeles Kings,totals,under,-110.0,0.5850821880422026,0.0938,0.0742,,
2025-10-02T23:00:00Z,Washington Capitals,Boston Bruins,totals,over,-105.0,0.5520828192168352,0.0779,0.0629,bovada,
2025-10-02T23:00:00Z,Washington Capitals,Boston Bruins,moneyline,home_ml,-200.0,0.7149413731608267,0.0724,0.0764,bovada,
2025-10-02T23:00:00Z,New York Rangers,New Jersey Devils,puckline,home_pl_-1.5,200.0,0.3463028726855522,0.0389,0.0281,bovada,
2025-10-02T23:00:00Z,Philadelphia Flyers,New York Islanders,puckline,away_pl_+1.5,-250.0,0.7211453188929613,0.0096,0.0393,bovada,
2025-10-02T23:00:00Z,Toronto Maple Leafs,Detroit Red Wings,totals,over,-105.0,0.5143609502955244,0.0042,0.0252,bovada,
