date,player,team,opp,market,line,proj_lambda,p_over,over_price,under_price,book,side,price,ev,prob,edge_score,edge_reasons,chosen_prob
2026-04-28,Tage Thompson,BUF,BOS,POINTS,0.5,0.0001,6.3e-05,-248,180,pinnacle,Under,180,1.7997200139995333,0.9999000049998333,0.7151986397727615,MODEL UND · CONF60+,0.9999000049998333
2026-04-28,Kirill Kaprizov,MIN,DAL,POINTS,0.5,1.621,0.641062,-215,165,draftkings,Over,-215,0.1754614731172776,0.8022991006990943,0.5291554876373458,MODEL OVR · CONF60+,0.8022991006990943
2026-04-28,Connor McDavid,EDM,ANA,GOALS,0.5,0.1907,0.163188,105,-145,fanduel,Under,-145,0.3962980272503054,0.8263804651073235,0.5239517852254892,MODEL UND · CONF60+ · B2B · MATCHUP-,0.8263804651073235
2026-04-28,John Carlson,ANA,EDM,SOG,1.5,2.9127,0.586437,-135,104,fanduel,Over,-135,0.37070718694591553,0.787427532926377,0.5197881106700651,MODEL OVR · CONF60+ · B2B,0.787427532926377
2026-04-28,Matt Boldy,MIN,DAL,POINTS,0.5,1.504,0.618687,-200,150,betmgm,Over,-200,0.16664086674283934,0.7777605778285596,0.509524669340918,MODEL OVR · CONF60+,0.7777605778285596
2026-04-28,Rasmus Dahlin,BUF,BOS,ASSISTS,0.5,0.305,0.237125,-130,100,betmgm,Under,100,0.47424674878325535,0.7371233743916277,0.5072824311692967,MODEL UND · CONF60+ · MATCHUP+,0.7371233743916277
2026-04-28,Cutter Gauthier,ANA,EDM,POINTS,0.5,1.2826,0.590812,-155,116,pinnacle,Over,-155,0.18893282375380688,0.7226846575758434,0.48917093586746946,MODEL OVR · CONF60+ · B2B,0.7226846575758434
2026-04-28,Jackson LaCombe,ANA,EDM,POINTS,0.5,1.1985,0.567125,-128,-103,pinnacle,Over,-128,0.24394245287957772,0.6983536577569559,0.46970613601235944,MODEL OVR · CONF60+ · B2B,0.6983536577569559
2026-04-28,Ryan Hartman,MIN,DAL,POINTS,0.5,1.2413,0.567562,105,-135,draftkings,Over,105,0.45753306109709546,0.7109917371205344,0.45610959677449797,MODEL OVR · CONF60+,0.7109917371205344
2026-04-28,Leon Draisaitl,EDM,ANA,GOALS,0.5,0.3147,0.246688,120,-160,fanduel,Under,-160,0.18626274613457194,0.7300078437751212,0.44685368815972737,MODEL UND · CONF60+ · B2B · MATCHUP-,0.7300078437751212
2026-04-28,Charlie McAvoy,BOS,BUF,POINTS,0.5,0.4492,0.3145,-115,-115,betmgm,Under,-115,0.19304146540241485,0.638138458238501,0.4455360025458506,MODEL UND · CONF60+ · MATCHUP+,0.638138458238501
2026-04-28,Joel Eriksson Ek,MIN,DAL,POINTS,0.5,1.1553,0.550625,-130,100,draftkings,Over,-130,0.21198847862878312,0.6850369661814861,0.43534578002325935,MODEL OVR · CONF60+,0.6850369661814861
2026-04-28,Connor McDavid,EDM,ANA,POINTS,1.5,1.1305,0.292563,-142,107,pinnacle,Under,107,0.4239081382244543,0.6878783276446638,0.40558020937073963,MODEL UND · CONF60+ · B2B · MATCHUP-,0.6878783276446638
2026-04-28,Jackson LaCombe,ANA,EDM,ASSISTS,0.5,0.9669,0.505938,102,-135,pinnacle,Over,102,0.2518747618236409,0.6197399811008123,0.40296262380895,MODEL OVR · CONF60+ · B2B,0.6197399811008123
2026-04-28,Alex Killorn,ANA,EDM,POINTS,0.5,0.9331,0.503875,116,-155,pinnacle,Over,116,0.3104018264761572,0.6066675122574802,0.39635721961277887,MODEL OVR · CONF60+ · B2B,0.6066675122574802
2026-04-28,John Carlson,ANA,EDM,POINTS,0.5,0.9196,0.501375,102,-136,pinnacle,Over,102,0.21466946921482033,0.6013215194132774,0.3920804253374166,MODEL OVR · CONF60+ · B2B,0.6013215194132774
2026-04-28,Ryan Nugent-Hopkins,EDM,ANA,POINTS,0.5,0.485,0.33975,-147,111,pinnacle,Under,111,0.2991210851726416,0.615697196764285,0.3478353046664366,MODEL UND · CONF60+ · B2B · MATCHUP-,0.615697196764285
